atlas_id,source_id,physical_pdf_page,printed_page_numbers,exact_value,unit,qualifier,immediate_context,section_topic
V10EN-NUM-062,V10EN,10,9,6-10,l/min,,"on may occur. After administration of anithistamines, the patient may no longer be insured to drive a car or operate machinery. Bronchospasm 1. Oxygen by mask (6-10 l/min). 2. β-2-agonist metered dose inhaler (2-3 deep inhalations). 3. Adrenaline Normal blood pressure Intramuscular: 1:1,000, 0.1-0.3 ml (0.1-0.3 mg) [use smaller","d. Note: severe vomiting may occur during anaphylaxis. Urticaria Scattered, transien"
V10EN-NUM-063,V10EN,10,9,2-3,,,"es, the patient may no longer be insured to drive a car or operate machinery. Bronchospasm 1. Oxygen by mask (6-10 l/min). 2. β-2-agonist metered dose inhaler (2-3 deep inhalations). 3. Adrenaline Normal blood pressure Intramuscular: 1:1,000, 0.1-0.3 ml (0.1-0.3 mg) [use smaller dose in patients with coronary artery disea","d. Note: severe vomiting may occur during anaphylaxis. Urticaria Scattered, transien"
V10EN-NUM-064,V10EN,10,9,"1:1,000",ratio,,". Bronchospasm 1. Oxygen by mask (6-10 l/min). 2. β-2-agonist metered dose inhaler (2-3 deep inhalations). 3. Adrenaline Normal blood pressure Intramuscular: 1:1,000, 0.1-0.3 ml (0.1-0.3 mg) [use smaller dose in patients with coronary artery disease or elderly patients]. In pediatric patients: 50 % of adult dose to pediatri","d. Note: severe vomiting may occur during anaphylaxis. Urticaria Scattered, transien"
V10EN-NUM-065,V10EN,10,9,0.1-0.3,ml,,"hospasm 1. Oxygen by mask (6-10 l/min). 2. β-2-agonist metered dose inhaler (2-3 deep inhalations). 3. Adrenaline Normal blood pressure Intramuscular: 1:1,000, 0.1-0.3 ml (0.1-0.3 mg) [use smaller dose in patients with coronary artery disease or elderly patients]. In pediatric patients: 50 % of adult dose to pediatric patients b","d. Note: severe vomiting may occur during anaphylaxis. Urticaria Scattered, transien"
V10EN-NUM-066,V10EN,10,9,0.1-0.3,mg,,"xygen by mask (6-10 l/min). 2. β-2-agonist metered dose inhaler (2-3 deep inhalations). 3. Adrenaline Normal blood pressure Intramuscular: 1:1,000, 0.1-0.3 ml (0.1-0.3 mg) [use smaller dose in patients with coronary artery disease or elderly patients]. In pediatric patients: 50 % of adult dose to pediatric patients between 6 and","d. Note: severe vomiting may occur during anaphylaxis. Urticaria Scattered, transien"
V10EN-NUM-067,V10EN,10,9,50,%,,"ressure Intramuscular: 1:1,000, 0.1-0.3 ml (0.1-0.3 mg) [use smaller dose in patients with coronary artery disease or elderly patients]. In pediatric patients: 50 % of adult dose to pediatric patients between 6 and 12 years old and 25 % of adult dose to pediatric patients below 6 years old - repeat as needed. Decreased blo","d. Note: severe vomiting may occur during anaphylaxis. Urticaria Scattered, transien"
V10EN-NUM-068,V10EN,10,9,6,,,".3 mg) [use smaller dose in patients with coronary artery disease or elderly patients]. In pediatric patients: 50 % of adult dose to pediatric patients between 6 and 12 years old and 25 % of adult dose to pediatric patients below 6 years old - repeat as needed. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.","d. Note: severe vomiting may occur during anaphylaxis. Urticaria Scattered, transien"
V10EN-NUM-069,V10EN,10,9,12,years,,"[use smaller dose in patients with coronary artery disease or elderly patients]. In pediatric patients: 50 % of adult dose to pediatric patients between 6 and 12 years old and 25 % of adult dose to pediatric patients below 6 years old - repeat as needed. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In ped","d. Note: severe vomiting may occur during anaphylaxis. Urticaria Scattered, transien"
V10EN-NUM-070,V10EN,10,9,25,%,,"e in patients with coronary artery disease or elderly patients]. In pediatric patients: 50 % of adult dose to pediatric patients between 6 and 12 years old and 25 % of adult dose to pediatric patients below 6 years old - repeat as needed. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric patien","d. Note: severe vomiting may occur during anaphylaxis. Urticaria Scattered, transien"
V10EN-NUM-071,V10EN,10,9,6,years,,"lderly patients]. In pediatric patients: 50 % of adult dose to pediatric patients between 6 and 12 years old and 25 % of adult dose to pediatric patients below 6 years old - repeat as needed. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly <","d. Note: severe vomiting may occur during anaphylaxis. Urticaria Scattered, transien"
V10EN-NUM-072,V10EN,10,9,"1:1,000",ratio,,"atients between 6 and 12 years old and 25 % of adult dose to pediatric patients below 6 years old - repeat as needed. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Laryngeal edema 1. Oxygen by","d. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric pa"
V10EN-NUM-073,V10EN,10,9,0.5,ml,,"between 6 and 12 years old and 25 % of adult dose to pediatric patients below 6 years old - repeat as needed. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Laryngeal edema 1. Oxygen by mask (6-","d. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric pa"
V10EN-NUM-074,V10EN,10,9,0.5,mg,,"6 and 12 years old and 25 % of adult dose to pediatric patients below 6 years old - repeat as needed. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Laryngeal edema 1. Oxygen by mask (6-10 l/min","d. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric pa"
V10EN-NUM-075,V10EN,10,9,6-12,years,<,"adult dose to pediatric patients below 6 years old - repeat as needed. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Laryngeal edema 1. Oxygen by mask (6-10 l/min). 2. Intramuscular adrenaline (1:1,","d. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric pa"
V10EN-NUM-076,V10EN,10,9,0.3,ml,<,"o pediatric patients below 6 years old - repeat as needed. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Laryngeal edema 1. Oxygen by mask (6-10 l/min). 2. Intramuscular adrenaline (1:1,000), 0.","d. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric pa"
V10EN-NUM-077,V10EN,10,9,0.3,mg,<,"ric patients below 6 years old - repeat as needed. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Laryngeal edema 1. Oxygen by mask (6-10 l/min). 2. Intramuscular adrenaline (1:1,000), 0.5 ml (0.","d. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric pa"
V10EN-NUM-078,V10EN,10,9,6,years,<,"old - repeat as needed. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Laryngeal edema 1. Oxygen by mask (6-10 l/min). 2. Intramuscular adrenaline (1:1,000), 0.5 ml (0.5 mg) for adults - repeat a","d. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric pa"
V10EN-NUM-079,V10EN,10,9,0.15,ml,<,"peat as needed. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Laryngeal edema 1. Oxygen by mask (6-10 l/min). 2. Intramuscular adrenaline (1:1,000), 0.5 ml (0.5 mg) for adults - repeat as needed.","d. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric pa"
V10EN-NUM-080,V10EN,10,9,0.15,mg,<,"eeded. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Laryngeal edema 1. Oxygen by mask (6-10 l/min). 2. Intramuscular adrenaline (1:1,000), 0.5 ml (0.5 mg) for adults - repeat as needed. In pedia","d. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric pa"
V10EN-NUM-081,V10EN,10,9,6-10,l/min,,"ml (0.5 mg). In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Laryngeal edema 1. Oxygen by mask (6-10 l/min). 2. Intramuscular adrenaline (1:1,000), 0.5 ml (0.5 mg) for adults - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6","d. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric pa"
V10EN-NUM-082,V10EN,10,9,"1:1,000",ratio,,"rs: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Laryngeal edema 1. Oxygen by mask (6-10 l/min). 2. Intramuscular adrenaline (1:1,000), 0.5 ml (0.5 mg) for adults - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularl","d. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric pa"
V10EN-NUM-083,V10EN,10,9,0.5,ml,,"ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Laryngeal edema 1. Oxygen by mask (6-10 l/min). 2. Intramuscular adrenaline (1:1,000), 0.5 ml (0.5 mg) for adults - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Hypoten","d. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric pa"
V10EN-NUM-084,V10EN,10,9,0.5,mg,,"mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Laryngeal edema 1. Oxygen by mask (6-10 l/min). 2. Intramuscular adrenaline (1:1,000), 0.5 ml (0.5 mg) for adults - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Hypotension Iso","d. Decreased blood pressure Intramuscular: 1:1,000, 0.5 ml (0.5 mg). In pediatric pa"
V10EN-NUM-085,V10EN,10,9,6-12,years,<,"ly Laryngeal edema 1. Oxygen by mask (6-10 l/min). 2. Intramuscular adrenaline (1:1,000), 0.5 ml (0.5 mg) for adults - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Hypotension Isolated hypotension 1. Elevate patient’s legs. 2. Oxygen by mask (6-",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-086,V10EN,10,9,0.3,ml,<,"edema 1. Oxygen by mask (6-10 l/min). 2. Intramuscular adrenaline (1:1,000), 0.5 ml (0.5 mg) for adults - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Hypotension Isolated hypotension 1. Elevate patient’s legs. 2. Oxygen by mask (6-10 l/min",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-087,V10EN,10,9,0.3,mg,<,". Oxygen by mask (6-10 l/min). 2. Intramuscular adrenaline (1:1,000), 0.5 ml (0.5 mg) for adults - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Hypotension Isolated hypotension 1. Elevate patient’s legs. 2. Oxygen by mask (6-10 l/min). 3. In",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-088,V10EN,10,9,6,years,<,"in). 2. Intramuscular adrenaline (1:1,000), 0.5 ml (0.5 mg) for adults - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Hypotension Isolated hypotension 1. Elevate patient’s legs. 2. Oxygen by mask (6-10 l/min). 3. Intravenous fluid: rapidly, n",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-089,V10EN,10,9,0.15,ml,<,"ntramuscular adrenaline (1:1,000), 0.5 ml (0.5 mg) for adults - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Hypotension Isolated hypotension 1. Elevate patient’s legs. 2. Oxygen by mask (6-10 l/min). 3. Intravenous fluid: rapidly, normal sal",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-090,V10EN,10,9,0.15,mg,<,"lar adrenaline (1:1,000), 0.5 ml (0.5 mg) for adults - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Hypotension Isolated hypotension 1. Elevate patient’s legs. 2. Oxygen by mask (6-10 l/min). 3. Intravenous fluid: rapidly, normal saline or Ri",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-091,V10EN,10,9,6-10,l/min,,"rs: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly Hypotension Isolated hypotension 1. Elevate patient’s legs. 2. Oxygen by mask (6-10 l/min). 3. Intravenous fluid: rapidly, normal saline or Ringer’s solution up to 2 litres. 4. If unresponsive: adrenaline: 1:1,000, 0.5 ml (0.5 mg) intramuscularly -",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-092,V10EN,10,9,2,litres,up to,"tension Isolated hypotension 1. Elevate patient’s legs. 2. Oxygen by mask (6-10 l/min). 3. Intravenous fluid: rapidly, normal saline or Ringer’s solution up to 2 litres. 4. If unresponsive: adrenaline: 1:1,000, 0.5 ml (0.5 mg) intramuscularly - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularl",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-093,V10EN,10,9,"1:1,000",ratio,,"ent’s legs. 2. Oxygen by mask (6-10 l/min). 3. Intravenous fluid: rapidly, normal saline or Ringer’s solution up to 2 litres. 4. If unresponsive: adrenaline: 1:1,000, 0.5 ml (0.5 mg) intramuscularly - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscu",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-094,V10EN,10,9,0.5,ml,,"egs. 2. Oxygen by mask (6-10 l/min). 3. Intravenous fluid: rapidly, normal saline or Ringer’s solution up to 2 litres. 4. If unresponsive: adrenaline: 1:1,000, 0.5 ml (0.5 mg) intramuscularly - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly A.",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-095,V10EN,10,9,0.5,mg,,"Oxygen by mask (6-10 l/min). 3. Intravenous fluid: rapidly, normal saline or Ringer’s solution up to 2 litres. 4. If unresponsive: adrenaline: 1:1,000, 0.5 ml (0.5 mg) intramuscularly - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly A. GENERAL",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-096,V10EN,10,9,6-12,years,<,"saline or Ringer’s solution up to 2 litres. 4. If unresponsive: adrenaline: 1:1,000, 0.5 ml (0.5 mg) intramuscularly - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly A. GENERAL ADVERSE REACTIONS 9",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-097,V10EN,10,9,0.3,ml,<,"nger’s solution up to 2 litres. 4. If unresponsive: adrenaline: 1:1,000, 0.5 ml (0.5 mg) intramuscularly - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly A. GENERAL ADVERSE REACTIONS 9",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-098,V10EN,10,9,0.3,mg,<,"olution up to 2 litres. 4. If unresponsive: adrenaline: 1:1,000, 0.5 ml (0.5 mg) intramuscularly - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly A. GENERAL ADVERSE REACTIONS 9",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-099,V10EN,10,9,6,years,<,"If unresponsive: adrenaline: 1:1,000, 0.5 ml (0.5 mg) intramuscularly - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly A. GENERAL ADVERSE REACTIONS 9",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-100,V10EN,10,9,0.15,ml,<,"ponsive: adrenaline: 1:1,000, 0.5 ml (0.5 mg) intramuscularly - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly A. GENERAL ADVERSE REACTIONS 9",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-101,V10EN,10,9,0.15,mg,<,"adrenaline: 1:1,000, 0.5 ml (0.5 mg) intramuscularly - repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly A. GENERAL ADVERSE REACTIONS 9",d. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.1
V10EN-NUM-102,V10EN,10,9,9,,,repeat as needed. In pediatric patients: 6-12 years: 0.3 ml (0.3 mg) intramuscularly < 6 years: 0.15 ml (0.15 mg) intramuscularly A. GENERAL ADVERSE REACTIONS 9,A. GENERAL ADVERSE REACTIONS 9
V10EN-NUM-103,V10EN,11,10,6-10,l/min,,"Vasovagal reaction (hypotension and bradycardia) 1. Elevate patient’s legs. 2. Oxygen by mask (6-10 l/min). 3. Atropine 0.6-1.0 mg intravenously - repeat if necessary after 3-5 min, to 3 mg total (0.04 mg/kg) in adults. In pediatric patients give 0.02 mg/kg intrave",
V10EN-NUM-104,V10EN,11,10,0.6-1.0,mg,,"Vasovagal reaction (hypotension and bradycardia) 1. Elevate patient’s legs. 2. Oxygen by mask (6-10 l/min). 3. Atropine 0.6-1.0 mg intravenously - repeat if necessary after 3-5 min, to 3 mg total (0.04 mg/kg) in adults. In pediatric patients give 0.02 mg/kg intravenously (max 0.6 mg per do",
V10EN-NUM-105,V10EN,11,10,3-5,min,after,"ction (hypotension and bradycardia) 1. Elevate patient’s legs. 2. Oxygen by mask (6-10 l/min). 3. Atropine 0.6-1.0 mg intravenously - repeat if necessary after 3-5 min, to 3 mg total (0.04 mg/kg) in adults. In pediatric patients give 0.02 mg/kg intravenously (max 0.6 mg per dose) - repeat if necessary to 2 mg total. 4. Intrav",
V10EN-NUM-106,V10EN,11,10,3,mg,after,"ension and bradycardia) 1. Elevate patient’s legs. 2. Oxygen by mask (6-10 l/min). 3. Atropine 0.6-1.0 mg intravenously - repeat if necessary after 3-5 min, to 3 mg total (0.04 mg/kg) in adults. In pediatric patients give 0.02 mg/kg intravenously (max 0.6 mg per dose) - repeat if necessary to 2 mg total. 4. Intravenous flu",
V10EN-NUM-107,V10EN,11,10,0.04,mg/kg,after,"radycardia) 1. Elevate patient’s legs. 2. Oxygen by mask (6-10 l/min). 3. Atropine 0.6-1.0 mg intravenously - repeat if necessary after 3-5 min, to 3 mg total (0.04 mg/kg) in adults. In pediatric patients give 0.02 mg/kg intravenously (max 0.6 mg per dose) - repeat if necessary to 2 mg total. 4. Intravenous fluids: rapidly, norm",
