atlas_id,source_id,physical_pdf_page,printed_page_numbers,exact_phrase,surrounding_context,section_topic
V10EN-REC-095,V10EN,29,28,should,α and β-adrenergic blockade with orally administered drugs under the supervision of the referring physician is recommended. Type of contrast agent which should be used • Iodine-based: non-ionic agent. • Gadolinium-based: any agent. 28 C. MISCELLANEOUS,C.4. CONTRAST AGENTS AND CATECHOLAMINE
V10EN-REC-096,V10EN,30,29,may,"the smallest possible essential, iodine- dose of a macrocyclic based contrast media gadolinium contrast may be given to the agent (see A.3.2. pregnant female. Agents with lowest b) Following risk of NSF) may be",C.5. PREGNANCY AND LACTATION
V10EN-REC-097,V10EN,30,29,may,may be given to the agent (see A.3.2. pregnant female. Agents with lowest b) Following risk of NSF) may be administration of given to the pregnant iodine-based contrast female. media to the mother b) Follow,C.5. PREGNANCY AND LACTATION
V10EN-REC-098,V10EN,30,29,should,"ia to the mother b) Following during pregnancy, administration of thyroid function gadolinium-based should be checked in agents to the mother the neonate during during pregnancy, no the first week. neonatal tests are",C.5. PREGNANCY AND LACTATION
V10EN-REC-099,V10EN,30,29,necessary,"ther the neonate during during pregnancy, no the first week. neonatal tests are necessary. Lactation Breast feeding may Breast feeding may be continued normally be continued normally when iodine-based whe",C.5. PREGNANCY AND LACTATION
V10EN-REC-100,V10EN,30,29,may,"during pregnancy, no the first week. neonatal tests are necessary. Lactation Breast feeding may Breast feeding may be continued normally be continued normally when iodine-based when macrocyclic contra",C.5. PREGNANCY AND LACTATION
V10EN-REC-101,V10EN,30,29,may,the first week. neonatal tests are necessary. Lactation Breast feeding may Breast feeding may be continued normally be continued normally when iodine-based when macrocyclic contrast media is gadoli,C.5. PREGNANCY AND LACTATION
V10EN-REC-102,V10EN,30,29,Do not,sed given to the mother. contrast agents are given to the mother. Pregnant or lactating See renal adverse Do not administer mother with renal reactions (B.2.). No gadolinium-based impairment additional precautions contrast agents. are necessary for the,C.5. PREGNANCY AND LACTATION
V10EN-REC-103,V10EN,30,29,necessary,dverse Do not administer mother with renal reactions (B.2.). No gadolinium-based impairment additional precautions contrast agents. are necessary for the fetus or neonate. C. MISCELLANEOUS 29,C.5. PREGNANCY AND LACTATION
V10EN-REC-104,V10EN,31,30,Do not,"the patient’s drug history. recommendation Keep a proper record of the contrast agent injection (time, dose, name). Do not mix contrast agents with other drugs in tubes and syringes. Drugs needing special attention Metformin Refer to renal adverse reaction",C.6. INTERACTION WITH OTHER DRUGS AND
V10EN-REC-105,V10EN,31,30,recommended,Refer to renal adverse reactions section (B.4.). Nephrotoxic drugs Stopping nephrotoxic drugs before administering Cyclosporine contrast agents is not generally recommended. Cisplatin Aminoglycosides Non steroid anti- inflammatory drugs ß-blocker ß-blockers may impair the management of bronc,C.6. INTERACTION WITH OTHER DRUGS AND
V10EN-REC-106,V10EN,31,30,may,sporine contrast agents is not generally recommended. Cisplatin Aminoglycosides Non steroid anti- inflammatory drugs ß-blocker ß-blockers may impair the management of bronchospasm and the response to adrenaline. Interleukin-2 Refer to late adverse reactions section (A.2.). Non-em,C.6. INTERACTION WITH OTHER DRUGS AND
V10EN-REC-107,V10EN,31,30,Preferably,"bronchospasm and the response to adrenaline. Interleukin-2 Refer to late adverse reactions section (A.2.). Non-emergency biochemical assays Recommendation • Preferably collect urine and blood before administration of a contrast agent. • In patients with normal renal function, blood",C.6. INTERACTION WITH OTHER DRUGS AND
V10EN-REC-108,V10EN,31,30,necessary,"• In patients with normal renal function, blood can be collected 4 hours after contrast agent administration if necessary. • In patients with reduced renal function (eGFR < 45 ml/min/1.73 m2), blood collection should be de",C.6. INTERACTION WITH OTHER DRUGS AND
V10EN-REC-109,V10EN,31,30,should,"administration if necessary. • In patients with reduced renal function (eGFR < 45 ml/min/1.73 m2), blood collection should be delayed for as long as possible after contrast agent administration. • Urine collection should no",C.6. INTERACTION WITH OTHER DRUGS AND
V10EN-REC-110,V10EN,31,30,should not,on should be delayed for as long as possible after contrast agent administration. • Urine collection should not be done within 24 hours of administration of a contrast agent. • The effects of the contrast agents on the,C.6. INTERACTION WITH OTHER DRUGS AND
V10EN-REC-111,V10EN,31,30,may,24 hours of administration of a contrast agent. • The effects of the contrast agents on the analyses may differ dependent on which analytic method is used. Isotope studies and/or treatment Thyroid Patients undergoing therapy with radio,C.6. INTERACTION WITH OTHER DRUGS AND
V10EN-REC-112,V10EN,31,30,should not,analytic method is used. Isotope studies and/or treatment Thyroid Patients undergoing therapy with radioactive iodine should not have received iodine-based contrast medium for at least 2 months before treatment. Isotope imaging of the thyroid should be avoi,C.6. INTERACTION WITH OTHER DRUGS AND
V10EN-REC-113,V10EN,31,30,at least,Thyroid Patients undergoing therapy with radioactive iodine should not have received iodine-based contrast medium for at least 2 months before treatment. Isotope imaging of the thyroid should be avoided for 2 months after iodine-based contrast medium,C.6. INTERACTION WITH OTHER DRUGS AND
V10EN-REC-114,V10EN,31,30,should,"should not have received iodine-based contrast medium for at least 2 months before treatment. Isotope imaging of the thyroid should be avoided for 2 months after iodine-based contrast medium injection. Bone, red blood Avoid iodine-based contrast med",C.6. INTERACTION WITH OTHER DRUGS AND
V10EN-REC-115,V10EN,31,30,Avoid,"e imaging of the thyroid should be avoided for 2 months after iodine-based contrast medium injection. Bone, red blood Avoid iodine-based contrast medium injection for cell labelling at least 24 hours before the isotope study. 30 C. MISCELLANEOUS",C.6. INTERACTION WITH OTHER DRUGS AND
V10EN-REC-116,V10EN,31,30,at least,"months after iodine-based contrast medium injection. Bone, red blood Avoid iodine-based contrast medium injection for cell labelling at least 24 hours before the isotope study. 30 C. MISCELLANEOUS",C.6. INTERACTION WITH OTHER DRUGS AND
V10EN-REC-117,V10EN,32,31,may,"een these appearances and gadolinium- based contrast agents was first noted in 2014. C.7.1.2. Characteristics • The signal intensity changes are not specific and may occur after manganese, iron, calcium etc. • MR is less sensitive for detecting gadolinium in the brain than tissue analysis after biopsy. • It",C.7.1.2. Characteristics
V10EN-REC-118,V10EN,33,32,May,skin C.7.2.1. Detection • Requires biopsy and tissue analysis. C.7.2.2. Characteristics • Occurs independent of renal function. • May occur after any agent but greater amounts are retained after non-ionic linear agents. • Cannot be detected by MRI. • The amounts deposited,C.7.2.2. Characteristics
V10EN-REC-119,V10EN,33,32,do not,"onic linear agents. • Cannot be detected by MRI. • The amounts deposited are small but greater than in the brain. • Bone and liver retention do not produce clinical symptoms. • Skin deposition causes red skin plaques similar to those seen in NSF. • Apart from NSF, the clinical conseque",C.7.2.2. Characteristics
V10EN-REC-120,V10EN,34,33,Avoid,agent related events in critically ill patients and patients with acute coronary disease is limited. Contraindication • Avoid ultrasound contrast agents in the 24 hours before extracorporeal shock wave treatment. Type and severity of • The majority of r,C.8. SAFETY OF ULTRASOUND CONTRAST AGENTS
V10EN-REC-121,V10EN,35,34,Recommended,C.9. SAFETY OF BARIUM CONTRAST MEDIA Statements Recommended action Contraindications Integrity of gut wall Use iodine-based water- compromised soluble contrast media.,C.9. SAFETY OF BARIUM CONTRAST MEDIA
V10EN-REC-122,V10EN,35,34,Avoid,at a reaction. Cautions Bowel strictures Use only small amounts. Extensive colitis Avoid barium enemas. Complications Reduced bowel Encourage fluid intake. motility Venous intravasation • Early ident,C.9. SAFETY OF BARIUM CONTRAST MEDIA
V10EN-REC-123,V10EN,35,34,may,intravenous fluids. • Emergency treatment may be needed. Aspiration • Bronchoscopic removal for large amounts.,C.9. SAFETY OF BARIUM CONTRAST MEDIA
V10EN-REC-124,V10EN,36,35,must,"S • Safety considerations when using contrast media in neonates, infants and children are similar to, but not the same as, in adults. • Contrast agent dose must be adjusted for patient age and weight. • Age-specific normal values of serum creatinine etc. must be used. • The revised Schwartz equation is recommended",C.10. PEDIATRIC USE OF CONTRAST AGENTS
V10EN-REC-125,V10EN,36,35,must,"o, but not the same as, in adults. • Contrast agent dose must be adjusted for patient age and weight. • Age-specific normal values of serum creatinine etc. must be used. • The revised Schwartz equation is recommended to measure eGFR (see B.1.). • For iodine-based contrast media, non-ionic agents should be us",C.10. PEDIATRIC USE OF CONTRAST AGENTS
V10EN-REC-126,V10EN,36,35,is recommended,"agent dose must be adjusted for patient age and weight. • Age-specific normal values of serum creatinine etc. must be used. • The revised Schwartz equation is recommended to measure eGFR (see B.1.). • For iodine-based contrast media, non-ionic agents should be used. • For gadolinium-based contrast agents, high-risk agents sh",C.10. PEDIATRIC USE OF CONTRAST AGENTS
V10EN-REC-127,V10EN,36,35,should,"reatinine etc. must be used. • The revised Schwartz equation is recommended to measure eGFR (see B.1.). • For iodine-based contrast media, non-ionic agents should be used. • For gadolinium-based contrast agents, high-risk agents should be avoided. • The Summary of Product Characteristics for the contrast agent",C.10. PEDIATRIC USE OF CONTRAST AGENTS
V10EN-REC-128,V10EN,36,35,should,"ed to measure eGFR (see B.1.). • For iodine-based contrast media, non-ionic agents should be used. • For gadolinium-based contrast agents, high-risk agents should be avoided. • The Summary of Product Characteristics for the contrast agent should be consulted, because not all contrast agents are approved for use in",C.10. PEDIATRIC USE OF CONTRAST AGENTS
V10EN-REC-129,V10EN,36,35,should,"be used. • For gadolinium-based contrast agents, high-risk agents should be avoided. • The Summary of Product Characteristics for the contrast agent should be consulted, because not all contrast agents are approved for use in children. • If no suitable contrast agent approved for use in children is available, infor",C.10. PEDIATRIC USE OF CONTRAST AGENTS
V10EN-REC-130,V10EN,36,35,must,"contrast agents are approved for use in children. • If no suitable contrast agent approved for use in children is available, informed consent for off-label use must be obtained from the parents. However, if use of a specific contrast agent in children is absolutely contra-indicated, it may not be used, even with informed",C.10. PEDIATRIC USE OF CONTRAST AGENTS
V10EN-REC-131,V10EN,36,35,may not,"le, informed consent for off-label use must be obtained from the parents. However, if use of a specific contrast agent in children is absolutely contra-indicated, it may not be used, even with informed consent. C.11. OFF-LABEL USE OF CONTRAST AGENTS • Off-label use of diagnostic and therapeutic medication is common. • The Summ",C.10. PEDIATRIC USE OF CONTRAST AGENTS
V10EN-REC-132,V10EN,36,35,should,C.11. OFF-LABEL USE OF CONTRAST AGENTS • Off-label use of diagnostic and therapeutic medication is common. • The Summary of Product Characteristics (SPC) or label should be checked to see if the proposed contrast agent use is approved for the particular patient and indication. • Choose a contrast agent which is approved for the,C.11. OFF-LABEL USE OF CONTRAST AGENTS
